    0.5200000000E-01
    0.0000000000E+00
    0.3464652458E-04
    0.1560228184E-03
    0.5205050382E-03
    0.1250000000E-02
    0.1994761043E-02
    0.2500000000E-02
    0.3010614955E-02
    0.3862795326E-02
    0.5000000000E-02
    0.6137204674E-02
    0.6989385045E-02
    0.7500000000E-02
    0.8074914840E-02
    0.9308847203E-02
    0.1125000000E-01
    0.1319115280E-01
    0.1442508516E-01
    0.1500000000E-01
    0.1551061496E-01
    0.1636279533E-01
    0.1750000000E-01
    0.1863720467E-01
    0.1948938504E-01
    0.2000000000E-01
    0.2043676653E-01
    0.2098297169E-01
    0.2166065570E-01
    0.2249326422E-01
    0.2350398016E-01
    0.2471313619E-01
    0.2613470386E-01
    0.2777215643E-01
    0.2961442319E-01
    0.3163305747E-01
    0.3378188203E-01
    0.3600000000E-01
    0.3854618985E-01
    0.4102354497E-01
    0.4337047833E-01
    0.4553833472E-01
    0.4749450121E-01
    0.4922275633E-01
    0.5072138998E-01
    0.5200000000E-01
    0.0000000000E+00
    0.3464652458E-04
    0.1560228184E-03
    0.5205050382E-03
    0.1250000000E-02
    0.1994761043E-02
    0.2500000000E-02
    0.3010614955E-02
    0.3862795326E-02
    0.5000000000E-02
    0.6137204674E-02
    0.6989385045E-02
    0.7500000000E-02
    0.8074914840E-02
    0.9308847203E-02
    0.1125000000E-01
    0.1319115280E-01
    0.1442508516E-01
    0.1500000000E-01
    0.1551061496E-01
    0.1636279533E-01
    0.1750000000E-01
    0.1863720467E-01
    0.1948938504E-01
    0.2000000000E-01
    0.2043676653E-01
    0.2098297169E-01
    0.2166065570E-01
    0.2249326422E-01
    0.2350398016E-01
    0.2471313619E-01
    0.2613470386E-01
    0.2777215643E-01
    0.2961442319E-01
    0.3163305747E-01
    0.3378188203E-01
    0.3600000000E-01
    0.3839003212E-01
    0.4071545113E-01
    0.4291844715E-01
    0.4495334898E-01
    0.4678954384E-01
    0.4841180515E-01
    0.4981852764E-01
    0.5101872055E-01
    0.0000000000E+00
    0.3464652458E-04
    0.1560228184E-03
    0.5205050382E-03
    0.1250000000E-02
    0.1994761043E-02
    0.2500000000E-02
    0.3010614955E-02
    0.3862795326E-02
    0.5000000000E-02
    0.6137204674E-02
    0.6989385045E-02
    0.7500000000E-02
    0.8074914840E-02
    0.9308847203E-02
    0.1125000000E-01
    0.1319115280E-01
    0.1442508516E-01
    0.1500000000E-01
    0.1551061496E-01
    0.1636279533E-01
    0.1750000000E-01
    0.1863720467E-01
    0.1948938504E-01
    0.2000000000E-01
    0.2043676653E-01
    0.2098297169E-01
    0.2166065570E-01
    0.2249326422E-01
    0.2350398016E-01
    0.2471313619E-01
    0.2613470386E-01
    0.2777215643E-01
    0.2961442319E-01
    0.3163305747E-01
    0.3378188203E-01
    0.3600000000E-01
    0.3829415188E-01
    0.4052628273E-01
    0.4264090179E-01
    0.4459417005E-01
    0.4635670281E-01
    0.4791388432E-01
    0.4926417374E-01
    0.5041621885E-01
    0.0000000000E+00
    0.3464652458E-04
    0.1560228184E-03
    0.5205050382E-03
    0.1250000000E-02
    0.1994761043E-02
    0.2500000000E-02
    0.3010614955E-02
    0.3862795326E-02
    0.5000000000E-02
    0.6137204674E-02
    0.6989385045E-02
    0.7500000000E-02
    0.8074914840E-02
    0.9308847203E-02
    0.1125000000E-01
    0.1319115280E-01
    0.1442508516E-01
    0.1500000000E-01
    0.1551061496E-01
    0.1636279533E-01
    0.1750000000E-01
    0.1863720467E-01
    0.1948938504E-01
    0.2000000000E-01
    0.2043676653E-01
    0.2098297169E-01
    0.2166065570E-01
    0.2249326422E-01
    0.2350398016E-01
    0.2471313619E-01
    0.2613470386E-01
    0.2777215643E-01
    0.2961442319E-01
    0.3163305747E-01
    0.3378188203E-01
    0.3600000000E-01
    0.3825167720E-01
    0.4044248164E-01
    0.4251794994E-01
    0.4443505474E-01
    0.4616495539E-01
    0.4769330673E-01
    0.4901859644E-01
    0.5014931221E-01
    0.0000000000E+00
    0.3464652458E-04
    0.1560228184E-03
    0.5205050382E-03
    0.1250000000E-02
    0.1994761043E-02
    0.2500000000E-02
    0.3010614955E-02
    0.3862795326E-02
    0.5000000000E-02
    0.6137204674E-02
    0.6989385045E-02
    0.7500000000E-02
    0.8074914840E-02
    0.9308847203E-02
    0.1125000000E-01
    0.1319115280E-01
    0.1442508516E-01
    0.1500000000E-01
    0.1551061496E-01
    0.1636279533E-01
    0.1750000000E-01
    0.1863720467E-01
    0.1948938504E-01
    0.2000000000E-01
    0.2043676653E-01
    0.2098297169E-01
    0.2166065570E-01
    0.2249326422E-01
    0.2350398016E-01
    0.2471313619E-01
    0.2613470386E-01
    0.2777215643E-01
    0.2961442319E-01
    0.3163305747E-01
    0.3378188203E-01
    0.3600000000E-01
    0.3823560871E-01
    0.4041077908E-01
    0.4247143636E-01
    0.4437486027E-01
    0.4609241595E-01
    0.4760986062E-01
    0.4892569276E-01
    0.5004833948E-01
    0.0000000000E+00
    0.3464652458E-04
    0.1560228184E-03
    0.5205050382E-03
    0.1250000000E-02
    0.1994761043E-02
    0.2500000000E-02
    0.3010614955E-02
    0.3862795326E-02
    0.5000000000E-02
    0.6137204674E-02
    0.6989385045E-02
    0.7500000000E-02
    0.8074914840E-02
    0.9308847203E-02
    0.1125000000E-01
    0.1319115280E-01
    0.1442508516E-01
    0.1500000000E-01
    0.1551061496E-01
    0.1636279533E-01
    0.1750000000E-01
    0.1863720467E-01
    0.1948938504E-01
    0.2000000000E-01
    0.2043676653E-01
    0.2098297169E-01
    0.2166065570E-01
    0.2249326422E-01
    0.2350398016E-01
    0.2471313619E-01
    0.2613470386E-01
    0.2777215643E-01
    0.2961442319E-01
    0.3163305747E-01
    0.3378188203E-01
    0.3600000000E-01
    0.3822989924E-01
    0.4039951447E-01
    0.4245490908E-01
    0.4435347187E-01
    0.4606664112E-01
    0.4758021042E-01
    0.4889268208E-01
    0.5001246170E-01
    0.0000000000E+00
    0.3464652458E-04
    0.1560228184E-03
    0.5205050382E-03
    0.1250000000E-02
    0.1994761043E-02
    0.2500000000E-02
    0.3010614955E-02
    0.3862795326E-02
    0.5000000000E-02
    0.6137204674E-02
    0.6989385045E-02
    0.7500000000E-02
    0.8074914840E-02
    0.9308847203E-02
    0.1125000000E-01
    0.1319115280E-01
    0.1442508516E-01
    0.1500000000E-01
    0.1551061496E-01
    0.1636279533E-01
    0.1750000000E-01
    0.1863720467E-01
    0.1948938504E-01
    0.2000000000E-01
    0.2043676653E-01
    0.2098297169E-01
    0.2166065570E-01
    0.2249326422E-01
    0.2350398016E-01
    0.2471313619E-01
    0.2613470386E-01
    0.2777215643E-01
    0.2961442319E-01
    0.3163305747E-01
    0.3378188203E-01
    0.3600000000E-01
    0.3822791612E-01
    0.4039560185E-01
    0.4244916854E-01
    0.4434604288E-01
    0.4605768855E-01
    0.4756991179E-01
    0.4888121623E-01
    0.5000000000E-01
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.1312500000E-02
    0.1312500000E-02
    0.1312500000E-02
    0.1312500000E-02
    0.1312500000E-02
    0.1312500000E-02
    0.1312500000E-02
    0.1312500000E-02
    0.1312500000E-02
    0.1312500000E-02
    0.1312500000E-02
    0.1312500000E-02
    0.1312500000E-02
    0.1312500000E-02
    0.1312500000E-02
    0.1312500000E-02
    0.1312500000E-02
    0.1312500000E-02
    0.1312500000E-02
    0.1312500000E-02
    0.1312500000E-02
    0.1312500000E-02
    0.1312500000E-02
    0.1312500000E-02
    0.1312500000E-02
    0.1312500000E-02
    0.1312500000E-02
    0.1312500000E-02
    0.1312500000E-02
    0.1312500000E-02
    0.1312500000E-02
    0.1312500000E-02
    0.1312500000E-02
    0.1312500000E-02
    0.1312500000E-02
    0.1312500000E-02
    0.1312500000E-02
    0.1312500000E-02
    0.1312500000E-02
    0.1312500000E-02
    0.1312500000E-02
    0.1312500000E-02
    0.1312500000E-02
    0.1312500000E-02
    0.1312500000E-02
    0.2625000000E-02
    0.2625000000E-02
    0.2625000000E-02
    0.2625000000E-02
    0.2625000000E-02
    0.2625000000E-02
    0.2625000000E-02
    0.2625000000E-02
    0.2625000000E-02
    0.2625000000E-02
    0.2625000000E-02
    0.2625000000E-02
    0.2625000000E-02
    0.2625000000E-02
    0.2625000000E-02
    0.2625000000E-02
    0.2625000000E-02
    0.2625000000E-02
    0.2625000000E-02
    0.2625000000E-02
    0.2625000000E-02
    0.2625000000E-02
    0.2625000000E-02
    0.2625000000E-02
    0.2625000000E-02
    0.2625000000E-02
    0.2625000000E-02
    0.2625000000E-02
    0.2625000000E-02
    0.2625000000E-02
    0.2625000000E-02
    0.2625000000E-02
    0.2625000000E-02
    0.2625000000E-02
    0.2625000000E-02
    0.2625000000E-02
    0.2625000000E-02
    0.2625000000E-02
    0.2625000000E-02
    0.2625000000E-02
    0.2625000000E-02
    0.2625000000E-02
    0.2625000000E-02
    0.2625000000E-02
    0.2625000000E-02
    0.3937500000E-02
    0.3937500000E-02
    0.3937500000E-02
    0.3937500000E-02
    0.3937500000E-02
    0.3937500000E-02
    0.3937500000E-02
    0.3937500000E-02
    0.3937500000E-02
    0.3937500000E-02
    0.3937500000E-02
    0.3937500000E-02
    0.3937500000E-02
    0.3937500000E-02
    0.3937500000E-02
    0.3937500000E-02
    0.3937500000E-02
    0.3937500000E-02
    0.3937500000E-02
    0.3937500000E-02
    0.3937500000E-02
    0.3937500000E-02
    0.3937500000E-02
    0.3937500000E-02
    0.3937500000E-02
    0.3937500000E-02
    0.3937500000E-02
    0.3937500000E-02
    0.3937500000E-02
    0.3937500000E-02
    0.3937500000E-02
    0.3937500000E-02
    0.3937500000E-02
    0.3937500000E-02
    0.3937500000E-02
    0.3937500000E-02
    0.3937500000E-02
    0.3937500000E-02
    0.3937500000E-02
    0.3937500000E-02
    0.3937500000E-02
    0.3937500000E-02
    0.3937500000E-02
    0.3937500000E-02
    0.3937500000E-02
    0.5250000000E-02
    0.5250000000E-02
    0.5250000000E-02
    0.5250000000E-02
    0.5250000000E-02
    0.5250000000E-02
    0.5250000000E-02
    0.5250000000E-02
    0.5250000000E-02
    0.5250000000E-02
    0.5250000000E-02
    0.5250000000E-02
    0.5250000000E-02
    0.5250000000E-02
    0.5250000000E-02
    0.5250000000E-02
    0.5250000000E-02
    0.5250000000E-02
    0.5250000000E-02
    0.5250000000E-02
    0.5250000000E-02
    0.5250000000E-02
    0.5250000000E-02
    0.5250000000E-02
    0.5250000000E-02
    0.5250000000E-02
    0.5250000000E-02
    0.5250000000E-02
    0.5250000000E-02
    0.5250000000E-02
    0.5250000000E-02
    0.5250000000E-02
    0.5250000000E-02
    0.5250000000E-02
    0.5250000000E-02
    0.5250000000E-02
    0.5250000000E-02
    0.5250000000E-02
    0.5250000000E-02
    0.5250000000E-02
    0.5250000000E-02
    0.5250000000E-02
    0.5250000000E-02
    0.5250000000E-02
    0.5250000000E-02
    0.6562500000E-02
    0.6562500000E-02
    0.6562500000E-02
    0.6562500000E-02
    0.6562500000E-02
    0.6562500000E-02
    0.6562500000E-02
    0.6562500000E-02
    0.6562500000E-02
    0.6562500000E-02
    0.6562500000E-02
    0.6562500000E-02
    0.6562500000E-02
    0.6562500000E-02
    0.6562500000E-02
    0.6562500000E-02
    0.6562500000E-02
    0.6562500000E-02
    0.6562500000E-02
    0.6562500000E-02
    0.6562500000E-02
    0.6562500000E-02
    0.6562500000E-02
    0.6562500000E-02
    0.6562500000E-02
    0.6562500000E-02
    0.6562500000E-02
    0.6562500000E-02
    0.6562500000E-02
    0.6562500000E-02
    0.6562500000E-02
    0.6562500000E-02
    0.6562500000E-02
    0.6562500000E-02
    0.6562500000E-02
    0.6562500000E-02
    0.6562500000E-02
    0.6562500000E-02
    0.6562500000E-02
    0.6562500000E-02
    0.6562500000E-02
    0.6562500000E-02
    0.6562500000E-02
    0.6562500000E-02
    0.6562500000E-02
    0.7875000000E-02
    0.7875000000E-02
    0.7875000000E-02
    0.7875000000E-02
    0.7875000000E-02
    0.7875000000E-02
    0.7875000000E-02
    0.7875000000E-02
    0.7875000000E-02
    0.7875000000E-02
    0.7875000000E-02
    0.7875000000E-02
    0.7875000000E-02
    0.7875000000E-02
    0.7875000000E-02
    0.7875000000E-02
    0.7875000000E-02
    0.7875000000E-02
    0.7875000000E-02
    0.7875000000E-02
    0.7875000000E-02
    0.7875000000E-02
    0.7875000000E-02
    0.7875000000E-02
    0.7875000000E-02
    0.7875000000E-02
    0.7875000000E-02
    0.7875000000E-02
    0.7875000000E-02
    0.7875000000E-02
    0.7875000000E-02
    0.7875000000E-02
    0.7875000000E-02
    0.7875000000E-02
    0.7875000000E-02
    0.7875000000E-02
    0.7875000000E-02
    0.7875000000E-02
    0.7875000000E-02
    0.7875000000E-02
    0.7875000000E-02
    0.7875000000E-02
    0.7875000000E-02
    0.7875000000E-02
    0.7875000000E-02
    0.9187500000E-02
    0.9187500000E-02
    0.9187500000E-02
    0.9187500000E-02
    0.9187500000E-02
    0.9187500000E-02
    0.9187500000E-02
    0.9187500000E-02
    0.9187500000E-02
    0.9187500000E-02
    0.9187500000E-02
    0.9187500000E-02
    0.9187500000E-02
    0.9187500000E-02
    0.9187500000E-02
    0.9187500000E-02
    0.9187500000E-02
    0.9187500000E-02
    0.9187500000E-02
    0.9187500000E-02
    0.9187500000E-02
    0.9187500000E-02
    0.9187500000E-02
    0.9187500000E-02
    0.9187500000E-02
    0.9187500000E-02
    0.9187500000E-02
    0.9187500000E-02
    0.9187500000E-02
    0.9187500000E-02
    0.9187500000E-02
    0.9187500000E-02
    0.9187500000E-02
    0.9187500000E-02
    0.9187500000E-02
    0.9187500000E-02
    0.9187500000E-02
    0.9187500000E-02
    0.9187500000E-02
    0.9187500000E-02
    0.9187500000E-02
    0.9187500000E-02
    0.9187500000E-02
    0.9187500000E-02
    0.9187500000E-02
    0.1050000000E-01
    0.1050000000E-01
    0.1050000000E-01
    0.1050000000E-01
    0.1050000000E-01
    0.1050000000E-01
    0.1050000000E-01
    0.1050000000E-01
    0.1050000000E-01
    0.1050000000E-01
    0.1050000000E-01
    0.1050000000E-01
    0.1050000000E-01
    0.1050000000E-01
    0.1050000000E-01
    0.1050000000E-01
    0.1050000000E-01
    0.1050000000E-01
    0.1050000000E-01
    0.1050000000E-01
    0.1050000000E-01
    0.1050000000E-01
    0.1050000000E-01
    0.1050000000E-01
    0.1050000000E-01
    0.1050000000E-01
    0.1050000000E-01
    0.1050000000E-01
    0.1050000000E-01
    0.1050000000E-01
    0.1050000000E-01
    0.1050000000E-01
    0.1050000000E-01
    0.1050000000E-01
    0.1050000000E-01
    0.1050000000E-01
    0.1050000000E-01
    0.1050000000E-01
    0.1050000000E-01
    0.1050000000E-01
    0.1050000000E-01
    0.1050000000E-01
    0.1050000000E-01
    0.1050000000E-01
    0.1050000000E-01
    0.1148127945E-01
    0.1148127945E-01
    0.1148127945E-01
    0.1148127945E-01
    0.1148127945E-01
    0.1148127945E-01
    0.1148127945E-01
    0.1148127945E-01
    0.1148127945E-01
    0.1148127945E-01
    0.1148127945E-01
    0.1148127945E-01
    0.1148127945E-01
    0.1148127945E-01
    0.1148127945E-01
    0.1148127945E-01
    0.1148127945E-01
    0.1148127945E-01
    0.1148127945E-01
    0.1148127945E-01
    0.1148127945E-01
    0.1148127945E-01
    0.1148127945E-01
    0.1148127945E-01
    0.1148127945E-01
    0.1148127945E-01
    0.1148127945E-01
    0.1148127945E-01
    0.1148127945E-01
    0.1148127945E-01
    0.1148127945E-01
    0.1148127945E-01
    0.1148127945E-01
    0.1148127945E-01
    0.1148127945E-01
    0.1148127945E-01
    0.1148127945E-01
    0.1148127945E-01
    0.1148127945E-01
    0.1148127945E-01
    0.1148127945E-01
    0.1148127945E-01
    0.1148127945E-01
    0.1148127945E-01
    0.1148127945E-01
    0.1208378115E-01
    0.1208378115E-01
    0.1208378115E-01
    0.1208378115E-01
    0.1208378115E-01
    0.1208378115E-01
    0.1208378115E-01
    0.1208378115E-01
    0.1208378115E-01
    0.1208378115E-01
    0.1208378115E-01
    0.1208378115E-01
    0.1208378115E-01
    0.1208378115E-01
    0.1208378115E-01
    0.1208378115E-01
    0.1208378115E-01
    0.1208378115E-01
    0.1208378115E-01
    0.1208378115E-01
    0.1208378115E-01
    0.1208378115E-01
    0.1208378115E-01
    0.1208378115E-01
    0.1208378115E-01
    0.1208378115E-01
    0.1208378115E-01
    0.1208378115E-01
    0.1208378115E-01
    0.1208378115E-01
    0.1208378115E-01
    0.1208378115E-01
    0.1208378115E-01
    0.1208378115E-01
    0.1208378115E-01
    0.1208378115E-01
    0.1208378115E-01
    0.1208378115E-01
    0.1208378115E-01
    0.1208378115E-01
    0.1208378115E-01
    0.1208378115E-01
    0.1208378115E-01
    0.1208378115E-01
    0.1208378115E-01
    0.1235068779E-01
    0.1235068779E-01
    0.1235068779E-01
    0.1235068779E-01
    0.1235068779E-01
    0.1235068779E-01
    0.1235068779E-01
    0.1235068779E-01
    0.1235068779E-01
    0.1235068779E-01
    0.1235068779E-01
    0.1235068779E-01
    0.1235068779E-01
    0.1235068779E-01
    0.1235068779E-01
    0.1235068779E-01
    0.1235068779E-01
    0.1235068779E-01
    0.1235068779E-01
    0.1235068779E-01
    0.1235068779E-01
    0.1235068779E-01
    0.1235068779E-01
    0.1235068779E-01
    0.1235068779E-01
    0.1235068779E-01
    0.1235068779E-01
    0.1235068779E-01
    0.1235068779E-01
    0.1235068779E-01
    0.1235068779E-01
    0.1235068779E-01
    0.1235068779E-01
    0.1235068779E-01
    0.1235068779E-01
    0.1235068779E-01
    0.1235068779E-01
    0.1235068779E-01
    0.1235068779E-01
    0.1235068779E-01
    0.1235068779E-01
    0.1235068779E-01
    0.1235068779E-01
    0.1235068779E-01
    0.1235068779E-01
    0.1245166052E-01
    0.1245166052E-01
    0.1245166052E-01
    0.1245166052E-01
    0.1245166052E-01
    0.1245166052E-01
    0.1245166052E-01
    0.1245166052E-01
    0.1245166052E-01
    0.1245166052E-01
    0.1245166052E-01
    0.1245166052E-01
    0.1245166052E-01
    0.1245166052E-01
    0.1245166052E-01
    0.1245166052E-01
    0.1245166052E-01
    0.1245166052E-01
    0.1245166052E-01
    0.1245166052E-01
    0.1245166052E-01
    0.1245166052E-01
    0.1245166052E-01
    0.1245166052E-01
    0.1245166052E-01
    0.1245166052E-01
    0.1245166052E-01
    0.1245166052E-01
    0.1245166052E-01
    0.1245166052E-01
    0.1245166052E-01
    0.1245166052E-01
    0.1245166052E-01
    0.1245166052E-01
    0.1245166052E-01
    0.1245166052E-01
    0.1245166052E-01
    0.1245166052E-01
    0.1245166052E-01
    0.1245166052E-01
    0.1245166052E-01
    0.1245166052E-01
    0.1245166052E-01
    0.1245166052E-01
    0.1245166052E-01
    0.1248753830E-01
    0.1248753830E-01
    0.1248753830E-01
