    0.5041210372E-01
    0.0000000000E+00
    0.3464652458E-04
    0.1560228184E-03
    0.5205050382E-03
    0.1250000000E-02
    0.1994761043E-02
    0.2500000000E-02
    0.3010614955E-02
    0.3862795326E-02
    0.5000000000E-02
    0.6137204674E-02
    0.6989385045E-02
    0.7500000000E-02
    0.8074914840E-02
    0.9308847203E-02
    0.1125000000E-01
    0.1319115280E-01
    0.1442508516E-01
    0.1500000000E-01
    0.1551061496E-01
    0.1636279533E-01
    0.1750000000E-01
    0.1863720467E-01
    0.1948938504E-01
    0.2000000000E-01
    0.2043676653E-01
    0.2098297169E-01
    0.2166065570E-01
    0.2249326422E-01
    0.2350398016E-01
    0.2471313619E-01
    0.2613470386E-01
    0.2777215643E-01
    0.2961442319E-01
    0.3163305747E-01
    0.3378188203E-01
    0.3600000000E-01
    0.3792637134E-01
    0.3983610999E-01
    0.4171315277E-01
    0.4354253461E-01
    0.4531084022E-01
    0.4700655186E-01
    0.4862027801E-01
    0.5014485937E-01
    0.0000000000E+00
    0.3464652458E-04
    0.1560228184E-03
    0.5205050382E-03
    0.1250000000E-02
    0.1994761043E-02
    0.2500000000E-02
    0.3010614955E-02
    0.3862795326E-02
    0.5000000000E-02
    0.6137204674E-02
    0.6989385045E-02
    0.7500000000E-02
    0.8074914840E-02
    0.9308847203E-02
    0.1125000000E-01
    0.1319115280E-01
    0.1442508516E-01
    0.1500000000E-01
    0.1551061496E-01
    0.1636279533E-01
    0.1750000000E-01
    0.1863720467E-01
    0.1948938504E-01
    0.2000000000E-01
    0.2043676653E-01
    0.2098297169E-01
    0.2166065570E-01
    0.2249326422E-01
    0.2350398016E-01
    0.2471313619E-01
    0.2613470386E-01
    0.2777215643E-01
    0.2961442319E-01
    0.3163305747E-01
    0.3378188203E-01
    0.3600000000E-01
    0.3791306903E-01
    0.3980962021E-01
    0.4167370131E-01
    0.4349045059E-01
    0.4524654539E-01
    0.4693054751E-01
    0.4853313028E-01
    0.5004718383E-01
    0.0000000000E+00
    0.3464652458E-04
    0.1560228184E-03
    0.5205050382E-03
    0.1250000000E-02
    0.1994761043E-02
    0.2500000000E-02
    0.3010614955E-02
    0.3862795326E-02
    0.5000000000E-02
    0.6137204674E-02
    0.6989385045E-02
    0.7500000000E-02
    0.8074914840E-02
    0.9308847203E-02
    0.1125000000E-01
    0.1319115280E-01
    0.1442508516E-01
    0.1500000000E-01
    0.1551061496E-01
    0.1636279533E-01
    0.1750000000E-01
    0.1863720467E-01
    0.1948938504E-01
    0.2000000000E-01
    0.2043676653E-01
    0.2098297169E-01
    0.2166065570E-01
    0.2249326422E-01
    0.2350398016E-01
    0.2471313619E-01
    0.2613470386E-01
    0.2777215643E-01
    0.2961442319E-01
    0.3163305747E-01
    0.3378188203E-01
    0.3600000000E-01
    0.3790832234E-01
    0.3980016783E-01
    0.4165962379E-01
    0.4347186537E-01
    0.4522360297E-01
    0.4690342677E-01
    0.4850203322E-01
    0.5001233012E-01
    0.0000000000E+00
    0.3464652458E-04
    0.1560228184E-03
    0.5205050382E-03
    0.1250000000E-02
    0.1994761043E-02
    0.2500000000E-02
    0.3010614955E-02
    0.3862795326E-02
    0.5000000000E-02
    0.6137204674E-02
    0.6989385045E-02
    0.7500000000E-02
    0.8074914840E-02
    0.9308847203E-02
    0.1125000000E-01
    0.1319115280E-01
    0.1442508516E-01
    0.1500000000E-01
    0.1551061496E-01
    0.1636279533E-01
    0.1750000000E-01
    0.1863720467E-01
    0.1948938504E-01
    0.2000000000E-01
    0.2043676653E-01
    0.2098297169E-01
    0.2166065570E-01
    0.2249326422E-01
    0.2350398016E-01
    0.2471313619E-01
    0.2613470386E-01
    0.2777215643E-01
    0.2961442319E-01
    0.3163305747E-01
    0.3378188203E-01
    0.3600000000E-01
    0.3790664312E-01
    0.3979682388E-01
    0.4165464362E-01
    0.4346529052E-01
    0.4521548668E-01
    0.4689383232E-01
    0.4849103208E-01
    0.5000000000E-01
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.0000000000E+00
    0.1875000000E-02
    0.1875000000E-02
    0.1875000000E-02
    0.1875000000E-02
    0.1875000000E-02
    0.1875000000E-02
    0.1875000000E-02
    0.1875000000E-02
    0.1875000000E-02
    0.1875000000E-02
    0.1875000000E-02
    0.1875000000E-02
    0.1875000000E-02
    0.1875000000E-02
    0.1875000000E-02
    0.1875000000E-02
    0.1875000000E-02
    0.1875000000E-02
    0.1875000000E-02
    0.1875000000E-02
    0.1875000000E-02
    0.1875000000E-02
    0.1875000000E-02
    0.1875000000E-02
    0.1875000000E-02
    0.1875000000E-02
    0.1875000000E-02
    0.1875000000E-02
    0.1875000000E-02
    0.1875000000E-02
    0.1875000000E-02
    0.1875000000E-02
    0.1875000000E-02
    0.1875000000E-02
    0.1875000000E-02
    0.1875000000E-02
    0.1875000000E-02
    0.1875000000E-02
    0.1875000000E-02
    0.1875000000E-02
    0.1875000000E-02
    0.1875000000E-02
    0.1875000000E-02
    0.1875000000E-02
    0.1875000000E-02
    0.3750000000E-02
    0.3750000000E-02
    0.3750000000E-02
    0.3750000000E-02
    0.3750000000E-02
    0.3750000000E-02
    0.3750000000E-02
    0.3750000000E-02
    0.3750000000E-02
    0.3750000000E-02
    0.3750000000E-02
    0.3750000000E-02
    0.3750000000E-02
    0.3750000000E-02
    0.3750000000E-02
    0.3750000000E-02
    0.3750000000E-02
    0.3750000000E-02
    0.3750000000E-02
    0.3750000000E-02
    0.3750000000E-02
    0.3750000000E-02
    0.3750000000E-02
    0.3750000000E-02
    0.3750000000E-02
    0.3750000000E-02
    0.3750000000E-02
    0.3750000000E-02
    0.3750000000E-02
    0.3750000000E-02
    0.3750000000E-02
    0.3750000000E-02
    0.3750000000E-02
    0.3750000000E-02
    0.3750000000E-02
    0.3750000000E-02
    0.3750000000E-02
    0.3750000000E-02
    0.3750000000E-02
    0.3750000000E-02
    0.3750000000E-02
    0.3750000000E-02
    0.3750000000E-02
    0.3750000000E-02
    0.3750000000E-02
    0.5625000000E-02
    0.5625000000E-02
    0.5625000000E-02
    0.5625000000E-02
    0.5625000000E-02
    0.5625000000E-02
    0.5625000000E-02
    0.5625000000E-02
    0.5625000000E-02
    0.5625000000E-02
    0.5625000000E-02
    0.5625000000E-02
    0.5625000000E-02
    0.5625000000E-02
    0.5625000000E-02
    0.5625000000E-02
    0.5625000000E-02
    0.5625000000E-02
    0.5625000000E-02
    0.5625000000E-02
    0.5625000000E-02
    0.5625000000E-02
    0.5625000000E-02
    0.5625000000E-02
    0.5625000000E-02
    0.5625000000E-02
    0.5625000000E-02
    0.5625000000E-02
    0.5625000000E-02
    0.5625000000E-02
    0.5625000000E-02
    0.5625000000E-02
    0.5625000000E-02
    0.5625000000E-02
    0.5625000000E-02
    0.5625000000E-02
    0.5625000000E-02
    0.5625000000E-02
    0.5625000000E-02
    0.5625000000E-02
    0.5625000000E-02
    0.5625000000E-02
    0.5625000000E-02
    0.5625000000E-02
    0.5625000000E-02
    0.7500000000E-02
    0.7500000000E-02
    0.7500000000E-02
    0.7500000000E-02
    0.7500000000E-02
    0.7500000000E-02
    0.7500000000E-02
    0.7500000000E-02
    0.7500000000E-02
    0.7500000000E-02
    0.7500000000E-02
    0.7500000000E-02
    0.7500000000E-02
    0.7500000000E-02
    0.7500000000E-02
    0.7500000000E-02
    0.7500000000E-02
    0.7500000000E-02
    0.7500000000E-02
    0.7500000000E-02
    0.7500000000E-02
    0.7500000000E-02
    0.7500000000E-02
    0.7500000000E-02
    0.7500000000E-02
    0.7500000000E-02
    0.7500000000E-02
    0.7500000000E-02
    0.7500000000E-02
    0.7500000000E-02
    0.7500000000E-02
    0.7500000000E-02
    0.7500000000E-02
    0.7500000000E-02
    0.7500000000E-02
    0.7500000000E-02
    0.7500000000E-02
    0.7500000000E-02
    0.7500000000E-02
    0.7500000000E-02
    0.7500000000E-02
    0.7500000000E-02
    0.7500000000E-02
    0.7500000000E-02
    0.7500000000E-02
    0.9899120880E-02
    0.9899120880E-02
    0.9899120880E-02
    0.9899120880E-02
    0.9899120880E-02
    0.9899120880E-02
    0.9899120880E-02
    0.9899120880E-02
    0.9899120880E-02
    0.9899120880E-02
    0.9899120880E-02
    0.9899120880E-02
    0.9899120880E-02
    0.9899120880E-02
    0.9899120880E-02
    0.9899120880E-02
    0.9899120880E-02
    0.9899120880E-02
    0.9899120880E-02
    0.9899120880E-02
    0.9899120880E-02
    0.9899120880E-02
    0.9899120880E-02
    0.9899120880E-02
    0.9899120880E-02
    0.9899120880E-02
    0.9899120880E-02
    0.9899120880E-02
    0.9899120880E-02
    0.9899120880E-02
    0.9899120880E-02
    0.9899120880E-02
    0.9899120880E-02
    0.9899120880E-02
    0.9899120880E-02
    0.9899120880E-02
    0.9899120880E-02
    0.9899120880E-02
    0.9899120880E-02
    0.9899120880E-02
    0.9899120880E-02
    0.9899120880E-02
    0.9899120880E-02
    0.9899120880E-02
    0.9899120880E-02
    0.1140223348E-01
    0.1140223348E-01
    0.1140223348E-01
    0.1140223348E-01
    0.1140223348E-01
    0.1140223348E-01
    0.1140223348E-01
    0.1140223348E-01
    0.1140223348E-01
    0.1140223348E-01
    0.1140223348E-01
    0.1140223348E-01
    0.1140223348E-01
    0.1140223348E-01
    0.1140223348E-01
    0.1140223348E-01
    0.1140223348E-01
    0.1140223348E-01
    0.1140223348E-01
    0.1140223348E-01
    0.1140223348E-01
    0.1140223348E-01
    0.1140223348E-01
    0.1140223348E-01
    0.1140223348E-01
    0.1140223348E-01
    0.1140223348E-01
    0.1140223348E-01
    0.1140223348E-01
    0.1140223348E-01
    0.1140223348E-01
    0.1140223348E-01
    0.1140223348E-01
    0.1140223348E-01
    0.1140223348E-01
    0.1140223348E-01
    0.1140223348E-01
    0.1140223348E-01
    0.1140223348E-01
    0.1140223348E-01
    0.1140223348E-01
    0.1140223348E-01
    0.1140223348E-01
    0.1140223348E-01
    0.1140223348E-01
    0.1208789628E-01
    0.1208789628E-01
    0.1208789628E-01
    0.1208789628E-01
    0.1208789628E-01
    0.1208789628E-01
    0.1208789628E-01
    0.1208789628E-01
    0.1208789628E-01
    0.1208789628E-01
    0.1208789628E-01
    0.1208789628E-01
    0.1208789628E-01
    0.1208789628E-01
    0.1208789628E-01
    0.1208789628E-01
    0.1208789628E-01
    0.1208789628E-01
    0.1208789628E-01
    0.1208789628E-01
    0.1208789628E-01
    0.1208789628E-01
    0.1208789628E-01
    0.1208789628E-01
    0.1208789628E-01
    0.1208789628E-01
    0.1208789628E-01
    0.1208789628E-01
    0.1208789628E-01
    0.1208789628E-01
    0.1208789628E-01
    0.1208789628E-01
    0.1208789628E-01
    0.1208789628E-01
    0.1208789628E-01
    0.1208789628E-01
    0.1208789628E-01
    0.1208789628E-01
    0.1208789628E-01
    0.1208789628E-01
    0.1208789628E-01
    0.1208789628E-01
    0.1208789628E-01
    0.1208789628E-01
    0.1208789628E-01
    0.1235514063E-01
    0.1235514063E-01
    0.1235514063E-01
    0.1235514063E-01
    0.1235514063E-01
    0.1235514063E-01
    0.1235514063E-01
    0.1235514063E-01
    0.1235514063E-01
    0.1235514063E-01
    0.1235514063E-01
    0.1235514063E-01
    0.1235514063E-01
    0.1235514063E-01
    0.1235514063E-01
    0.1235514063E-01
    0.1235514063E-01
    0.1235514063E-01
    0.1235514063E-01
    0.1235514063E-01
    0.1235514063E-01
    0.1235514063E-01
    0.1235514063E-01
    0.1235514063E-01
    0.1235514063E-01
    0.1235514063E-01
    0.1235514063E-01
    0.1235514063E-01
    0.1235514063E-01
    0.1235514063E-01
    0.1235514063E-01
    0.1235514063E-01
    0.1235514063E-01
    0.1235514063E-01
    0.1235514063E-01
    0.1235514063E-01
    0.1235514063E-01
    0.1235514063E-01
    0.1235514063E-01
    0.1235514063E-01
    0.1235514063E-01
    0.1235514063E-01
    0.1235514063E-01
    0.1235514063E-01
    0.1235514063E-01
    0.1245281617E-01
    0.1245281617E-01
    0.1245281617E-01
    0.1245281617E-01
    0.1245281617E-01
    0.1245281617E-01
    0.1245281617E-01
    0.1245281617E-01
    0.1245281617E-01
    0.1245281617E-01
    0.1245281617E-01
    0.1245281617E-01
    0.1245281617E-01
    0.1245281617E-01
    0.1245281617E-01
    0.1245281617E-01
    0.1245281617E-01
    0.1245281617E-01
    0.1245281617E-01
    0.1245281617E-01
    0.1245281617E-01
    0.1245281617E-01
    0.1245281617E-01
    0.1245281617E-01
    0.1245281617E-01
    0.1245281617E-01
    0.1245281617E-01
    0.1245281617E-01
    0.1245281617E-01
    0.1245281617E-01
    0.1245281617E-01
    0.1245281617E-01
    0.1245281617E-01
    0.1245281617E-01
    0.1245281617E-01
    0.1245281617E-01
    0.1245281617E-01
    0.1245281617E-01
    0.1245281617E-01
    0.1245281617E-01
    0.1245281617E-01
    0.1245281617E-01
    0.1245281617E-01
    0.1245281617E-01
    0.1245281617E-01
    0.1248766988E-01
    0.1248766988E-01
    0.1248766988E-01
    0.1248766988E-01
    0.1248766988E-01
    0.1248766988E-01
    0.1248766988E-01
    0.1248766988E-01
    0.1248766988E-01
    0.1248766988E-01
    0.1248766988E-01
    0.1248766988E-01
    0.1248766988E-01
    0.1248766988E-01
    0.1248766988E-01
    0.1248766988E-01
    0.1248766988E-01
    0.1248766988E-01
    0.1248766988E-01
    0.1248766988E-01
    0.1248766988E-01
    0.1248766988E-01
    0.1248766988E-01
    0.1248766988E-01
    0.1248766988E-01
    0.1248766988E-01
    0.1248766988E-01
    0.1248766988E-01
    0.1248766988E-01
    0.1248766988E-01
    0.1248766988E-01
    0.1248766988E-01
    0.1248766988E-01
    0.1248766988E-01
    0.1248766988E-01
    0.1248766988E-01
    0.1248766988E-01
    0.1248766988E-01
    0.1248766988E-01
    0.1248766988E-01
    0.1248766988E-01
    0.1248766988E-01
    0.1248766988E-01
    0.1248766988E-01
    0.1248766988E-01
    0.1250000000E-01
    0.1250000000E-01
    0.1250000000E-01
    0.1250000000E-01
    0.1250000000E-01
    0.1250000000E-01
    0.1250000000E-01
    0.1250000000E-01
    0.1250000000E-01
    0.1250000000E-01
    0.1250000000E-01
    0.1250000000E-01
    0.1250000000E-01
    0.1250000000E-01
    0.1250000000E-01
    0.1250000000E-01
    0.1250000000E-01
    0.1250000000E-01
    0.1250000000E-01
    0.1250000000E-01
    0.1250000000E-01
    0.1250000000E-01
    0.1250000000E-01
    0.1250000000E-01
    0.1250000000E-01
    0.1250000000E-01
    0.1250000000E-01
    0.1250000000E-01
    0.1250000000E-01
    0.1250000000E-01
    0.1250000000E-01
    0.1250000000E-01
    0.1250000000E-01
    0.1250000000E-01
    0.1250000000E-01
    0.1250000000E-01
    0.1250000000E-01
    0.1250000000E-01
    0.1250000000E-01
    0.1250000000E-01
    0.1250000000E-01
    0.1250000000E-01
    0.1250000000E-01
    0.1250000000E-01
    0.1250000000E-01
 ZONE T="Block            2 "
 I=   8, J=  23, K= 1, ZONETYPE=Ordered
 DATAPACKING=BLOCK
 DT=(SINGLE SINGLE)
    0.5000000000E-01
    0.5001233012E-01
    0.5004718383E-01
    0.5014485937E-01
    0.5041210372E-01
    0.5109776652E-01
    0.5260087912E-01
    0.5500000000E-01
    0.5000000000E-01
    0.5001233012E-01
    0.5004718383E-01
    0.5014485937E-01
    0.5041210372E-01
    0.5109776652E-01
    0.5260087912E-01
    0.5500000000E-01
    0.5000000000E-01
    0.5001233012E-01
    0.5004718383E-01
    0.5014485937E-01
    0.5041210372E-01
    0.5109776652E-01
    0.5260087912E-01
    0.5500000000E-01
    0.5000000000E-01
    0.5001233012E-01
    0.5004718383E-01
    0.5014485937E-01
    0.5041210372E-01
    0.5109776652E-01
    0.5260087912E-01
    0.5500000000E-01
    0.5000000000E-01
    0.5001233012E-01
    0.5004718383E-01
    0.5014485937E-01
    0.5041210372E-01
    0.5109776652E-01
    0.5260087912E-01
    0.5500000000E-01
    0.5000000000E-01
    0.5001233012E-01
    0.5004718383E-01
    0.5014485937E-01
    0.5041210372E-01
    0.5109776652E-01
    0.5260087912E-01
    0.5500000000E-01
    0.5000000000E-01
    0.5001233012E-01
    0.5004718383E-01
    0.5014485937E-01
    0.5041210372E-01
    0.5109776652E-01
    0.5260087912E-01
    0.5500000000E-01
    0.5000000000E-01
    0.5001233012E-01
    0.5004718383E-01
    0.5014485937E-01
    0.5041210372E-01
    0.5109776652E-01
    0.5260087912E-01
    0.5500000000E-01
    0.5000000000E-01
    0.5001233012E-01
    0.5004718383E-01
    0.5014485937E-01
    0.5041210372E-01
    0.5109776652E-01
    0.5260087912E-01
    0.5500000000E-01
    0.5000000000E-01
    0.5001233012E-01
    0.5004718383E-01
    0.5014485937E-01
    0.5041210372E-01
    0.5109776652E-01
    0.5260087912E-01
    0.5500000000E-01
    0.5000000000E-01
    0.5001233012E-01
    0.5004718383E-01
    0.5014485937E-01
    0.5041210372E-01
    0.5109776652E-01
    0.5260087912E-01
    0.5500000000E-01
    0.5000000000E-01
    0.5001233012E-01
    0.5004718383E-01
    0.5014485937E-01
    0.5041210372E-01
    0.5109776652E-01
    0.5260087912E-01
    0.5500000000E-01
    0.5000000000E-01
    0.5001233012E-01
    0.5004718383E-01
    0.5014485937E-01
    0.5041210372E-01
    0.5109776652E-01
    0.5260087912E-01
    0.5500000000E-01
    0.5000000000E-01
    0.5001233012E-01
    0.5004718383E-01
    0.5014485937E-01
    0.5041210372E-01
    0.5109776652E-01
    0.5260087912E-01
    0.5500000000E-01
    0.5000000000E-01
    0.5001233012E-01
    0.5004718383E-01
    0.5014485937E-01
    0.5041210372E-01
    0.5109776652E-01
    0.5260087912E-01
    0.5500000000E-01
    0.5000000000E-01
    0.5001233012E-01
    0.5004718383E-01
    0.5014485937E-01
    0.5041210372E-01
    0.5109776652E-01
    0.5260087912E-01
    0.5500000000E-01
    0.5000000000E-01
    0.5001233012E-01
    0.5004718383E-01
    0.5014485937E-01
    0.5041210372E-01
    0.5109776652E-01
    0.5260087912E-01
    0.5500000000E-01
    0.5000000000E-01
    0.5001233012E-01
    0.5004718383E-01
    0.5014485937E-01
    0.5041210372E-01
    0.5109776652E-01
    0.5260087912E-01
    0.5500000000E-01
    0.5000000000E-01
    0.5001233012E-01
    0.5004718383E-01
    0.5014485937E-01
    0.5041210372E-01
    0.5109776652E-01
    0.5260087912E-01
    0.5500000000E-01
    0.5000000000E-01
    0.5001233012E-01
    0.5004718383E-01
    0.5014485937E-01
    0.5041210372E-01
    0.5109776652E-01
    0.5260087912E-01
    0.5500000000E-01
    0.5000000000E-01
    0.5001233012E-01
    0.5004718383E-01
    0.5014485937E-01
    0.5041210372E-01
    0.5109776652E-01
    0.5260087912E-01
    0.5500000000E-01
    0.5000000000E-01
    0.5001233012E-01
    0.5004718383E-01
    0.5014485937E-01
    0.5041210372E-01
    0.5109776652E-01
    0.5260087912E-01
    0.5500000000E-01
